Index,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Rented Bike Count,Autumn,Spring,Summer,Winter,Holiday,No Holiday,Func _No,Func _Yes
2122,10,3.3,47,0.7,818,-6.9,0.22,0.0,0.0,261,0,0,0,1,0,1,0,1
2123,11,4.8,41,0.8,792,-7.3,0.53,0.0,0.0,342,0,0,0,1,0,1,0,1
2124,12,5.4,37,0.7,815,-8.1,0.43,0.0,0.0,353,0,0,0,1,0,1,0,1
2125,13,5.8,39,0.6,931,-7.1,0.35,0.0,0.0,335,0,0,0,1,0,1,0,1
2126,14,6.3,40,0.8,943,-6.3,0.34,0.0,0.0,357,0,0,0,1,0,1,0,1
2127,15,6.7,48,0.8,817,-3.5,0.39,0.0,0.0,402,0,0,0,1,0,1,0,1
2128,16,6.9,54,1.1,692,-1.7,0.32,0.0,0.0,411,0,0,0,1,0,1,0,1
2129,17,6.8,57,1.0,623,-1.1,0.16,0.0,0.0,529,0,0,0,1,0,1,0,1
2130,18,6.6,62,0.8,522,-0.1,0.05,0.0,0.0,897,0,0,0,1,0,1,0,1
2131,19,6.1,44,1.0,750,-5.2,0.0,0.0,0.0,616,0,0,0,1,0,1,0,1
2132,20,5.9,44,1.3,733,-5.4,0.0,0.0,0.0,461,0,0,0,1,0,1,0,1
2133,21,5.7,46,0.8,727,-5.0,0.0,0.0,0.0,449,0,0,0,1,0,1,0,1
2134,22,5.4,49,1.1,687,-4.4,0.0,0.0,0.0,461,0,0,0,1,0,1,0,1
2135,23,5.3,53,1.5,582,-3.5,0.0,0.0,0.0,310,0,0,0,1,0,1,0,1
2136,0,5.1,52,1.1,614,-3.9,0.0,0.0,0.0,266,0,0,0,1,0,1,0,1
2137,1,5.0,53,1.4,557,-3.8,0.0,0.0,0.0,229,0,0,0,1,0,1,0,1
2138,2,5.2,54,1.3,516,-3.3,0.0,0.0,0.0,174,0,0,0,1,0,1,0,1
2139,3,5.3,55,1.7,488,-3.0,0.0,0.0,0.0,116,0,0,0,1,0,1,0,1
2140,4,5.4,56,1.7,472,-2.6,0.0,0.0,0.0,72,0,0,0,1,0,1,0,1
2141,5,5.2,59,1.7,437,-2.1,0.0,0.0,0.0,62,0,0,0,1,0,1,0,1
2142,6,5.2,60,1.9,430,-1.9,0.0,0.0,0.0,165,0,0,0,1,0,1,0,1
2143,7,5.5,59,2.8,448,-1.8,0.0,0.0,0.0,426,0,0,0,1,0,1,0,1
2144,8,5.7,57,2.5,458,-2.1,0.04,0.0,0.0,816,0,0,0,1,0,1,0,1
2145,9,6.2,55,2.4,478,-2.1,0.13,0.0,0.0,419,0,0,0,1,0,1,0,1
2146,10,6.5,53,2.0,518,-2.4,0.21,0.0,0.0,285,0,0,0,1,0,1,0,1
2147,11,7.1,50,2.2,534,-2.6,0.33,0.0,0.0,332,0,0,0,1,0,1,0,1
2148,12,7.6,48,2.6,600,-2.7,0.39,0.0,0.0,305,0,0,0,1,0,1,0,1
2149,13,7.6,57,2.3,554,-0.3,0.33,0.0,0.0,28,0,0,0,1,0,1,0,1
2150,14,5.7,80,3.7,348,2.5,0.13,0.0,0.0,17,0,0,0,1,0,1,0,1
2152,16,4.2,89,2.5,479,2.5,0.07,0.0,0.0,9,0,0,0,1,0,1,0,1
2153,17,3.8,90,2.7,654,2.3,0.0,0.0,0.0,8,0,0,0,1,0,1,0,1
2155,19,2.5,95,1.9,838,1.7,0.0,0.0,0.0,19,0,0,0,1,0,1,0,1
2156,20,2.7,96,1.5,1479,2.1,0.0,0.0,0.0,8,0,0,0,1,0,1,0,1
2158,22,2.3,96,1.9,1207,1.7,0.0,0.0,0.0,13,0,0,0,1,0,1,0,1
2159,23,1.8,96,1.2,745,1.2,0.0,0.0,0.0,23,0,0,0,1,0,1,0,1
2160,0,2.0,96,1.3,1894,1.4,0.0,2.0,0.0,71,0,1,0,0,1,0,0,1
2161,1,2.1,97,0.2,859,1.6,0.0,0.0,0.0,147,0,1,0,0,1,0,0,1
2162,2,2.0,97,1.0,580,1.5,0.0,0.0,0.0,180,0,1,0,0,1,0,0,1
2163,3,1.6,97,2.3,469,1.1,0.0,0.1,0.0,92,0,1,0,0,1,0,0,1
2164,4,1.6,97,1.1,636,1.1,0.0,0.0,0.0,28,0,1,0,0,1,0,0,1
2165,5,2.2,97,2.9,362,1.7,0.0,0.0,0.0,11,0,1,0,0,1,0,0,1
2166,6,3.0,96,2.7,303,2.4,0.0,0.4,0.0,33,0,1,0,0,1,0,0,1
2167,7,2.6,89,4.3,320,0.9,0.0,0.0,0.0,61,0,1,0,0,1,0,0,1
2168,8,1.5,80,3.2,1246,-1.5,0.04,0.0,0.0,148,0,1,0,0,1,0,0,1
2169,9,0.1,78,4.9,615,-3.2,0.09,0.0,0.0,160,0,1,0,0,1,0,0,1
2171,11,0.8,52,4.6,1035,-7.9,2.2,0.0,0.0,239,0,1,0,0,1,0,0,1
2172,12,0.5,46,4.7,1172,-9.8,2.49,0.0,0.0,311,0,1,0,0,1,0,0,1
2173,13,1.4,37,4.0,1681,-11.7,2.95,0.0,0.0,358,0,1,0,0,1,0,0,1
2175,15,1.6,35,4.5,1567,-12.2,2.54,0.0,0.0,458,0,1,0,0,1,0,0,1
2176,16,1.4,33,4.8,1480,-13.1,1.98,0.0,0.0,460,0,1,0,0,1,0,0,1
2178,18,-0.8,40,4.7,1429,-12.7,0.43,0.0,0.0,317,0,1,0,0,1,0,0,1
2179,19,-1.7,45,3.3,1375,-12.1,0.01,0.0,0.0,231,0,1,0,0,1,0,0,1
2180,20,-2.2,49,3.5,1325,-11.4,0.0,0.0,0.0,246,0,1,0,0,1,0,0,1
2181,21,-3.0,50,3.7,1301,-11.9,0.0,0.0,0.0,212,0,1,0,0,1,0,0,1
2182,22,-3.6,52,3.7,1277,-12.0,0.0,0.0,0.0,190,0,1,0,0,1,0,0,1
2183,23,-4.0,52,3.4,1272,-12.4,0.0,0.0,0.0,190,0,1,0,0,1,0,0,1
2184,0,-4.3,53,2.6,1334,-12.4,0.0,0.0,0.0,156,0,1,0,0,0,1,0,1
2185,1,-4.6,52,2.1,1372,-12.9,0.0,0.0,0.0,108,0,1,0,0,0,1,0,1
2186,2,-5.3,52,1.2,1434,-13.6,0.0,0.0,0.0,71,0,1,0,0,0,1,0,1
2187,3,-5.7,50,1.7,1559,-14.4,0.0,0.0,0.0,49,0,1,0,0,0,1,0,1
2188,4,-5.8,48,1.5,1552,-15.0,0.0,0.0,0.0,47,0,1,0,0,0,1,0,1
2189,5,-6.1,49,1.0,1621,-15.1,0.0,0.0,0.0,65,0,1,0,0,0,1,0,1
2190,6,-6.4,50,1.5,1593,-15.1,0.0,0.0,0.0,135,0,1,0,0,0,1,0,1
2191,7,-6.6,52,0.5,1555,-14.8,0.0,0.0,0.0,401,0,1,0,0,0,1,0,1
2192,8,-6.2,45,0.4,1600,-16.2,0.17,0.0,0.0,617,0,1,0,0,0,1,0,1
2193,9,-4.6,34,1.2,1583,-18.1,0.87,0.0,0.0,343,0,1,0,0,0,1,0,1
2194,10,-1.8,30,2.1,1608,-17.1,1.59,0.0,0.0,274,0,1,0,0,0,1,0,1
2195,11,0.1,30,1.8,1640,-15.4,2.19,0.0,0.0,343,0,1,0,0,0,1,0,1
2196,12,1.8,26,2.2,1556,-15.7,2.61,0.0,0.0,388,0,1,0,0,0,1,0,1
2197,13,2.3,22,3.1,1627,-17.2,2.83,0.0,0.0,375,0,1,0,0,0,1,0,1
2198,14,3.4,23,2.4,1545,-15.8,2.74,0.0,0.0,450,0,1,0,0,0,1,0,1
2199,15,4.3,22,1.3,1837,-15.6,2.48,0.0,0.0,463,0,1,0,0,0,1,0,1
2200,16,5.2,21,2.1,1721,-15.4,1.97,0.0,0.0,574,0,1,0,0,0,1,0,1
2201,17,4.3,21,2.5,1961,-16.1,1.13,0.0,0.0,631,0,1,0,0,0,1,0,1
2202,18,3.5,22,0.9,1961,-16.2,0.43,0.0,0.0,854,0,1,0,0,0,1,0,1
2203,19,2.0,26,2.3,1985,-15.5,0.02,0.0,0.0,568,0,1,0,0,0,1,0,1
2204,20,1.2,35,2.5,1977,-12.6,0.0,0.0,0.0,427,0,1,0,0,0,1,0,1
2205,21,1.0,34,1.4,1880,-13.1,0.0,0.0,0.0,396,0,1,0,0,0,1,0,1
2206,22,0.5,38,0.9,1907,-12.2,0.0,0.0,0.0,414,0,1,0,0,0,1,0,1
2207,23,0.3,38,0.2,1895,-12.3,0.0,0.0,0.0,284,0,1,0,0,0,1,0,1
2208,0,0.5,34,0.4,1889,-13.5,0.0,0.0,0.0,218,0,1,0,0,0,1,0,1
2209,1,0.6,36,0.4,1933,-12.7,0.0,0.0,0.0,229,0,1,0,0,0,1,0,1
2210,2,0.9,35,0.5,1856,-12.8,0.0,0.0,0.0,176,0,1,0,0,0,1,0,1
2211,3,0.8,38,0.8,1594,-11.9,0.0,0.0,0.0,149,0,1,0,0,0,1,0,1
2212,4,0.6,43,0.9,1599,-10.5,0.0,0.0,0.0,93,0,1,0,0,0,1,0,1
2213,5,0.8,39,1.0,1463,-11.6,0.0,0.0,0.0,55,0,1,0,0,0,1,0,1
2214,6,0.5,42,0.9,1543,-10.9,0.0,0.0,0.0,71,0,1,0,0,0,1,0,1
2215,7,0.1,43,1.4,1502,-11.0,0.0,0.0,0.0,159,0,1,0,0,0,1,0,1
2216,8,0.4,38,1.8,1564,-12.3,0.16,0.0,0.0,306,0,1,0,0,0,1,0,1
2217,9,2.2,30,1.5,1513,-13.6,0.81,0.0,0.0,329,0,1,0,0,0,1,0,1
2218,10,5.1,27,1.2,1563,-12.4,1.54,0.0,0.0,354,0,1,0,0,0,1,0,1
2219,11,8.1,21,2.1,1738,-12.9,2.15,0.0,0.0,431,0,1,0,0,0,1,0,1
2220,12,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,605,0,1,0,0,0,1,0,1
2221,13,12.2,14,1.6,1896,-14.5,2.75,0.0,0.0,771,0,1,0,0,0,1,0,1
2222,14,14.4,14,1.4,1833,-12.8,2.66,0.0,0.0,1025,0,1,0,0,0,1,0,1
2223,15,16.0,14,2.2,1828,-11.5,2.33,0.0,0.0,1238,0,1,0,0,0,1,0,1
2224,16,15.8,15,2.6,1867,-10.8,1.7,0.0,0.0,1285,0,1,0,0,0,1,0,1
2225,17,15.0,22,2.5,1946,-6.5,0.96,0.0,0.0,1197,0,1,0,0,0,1,0,1
2226,18,13.9,26,1.9,1995,-5.3,0.41,0.0,0.0,920,0,1,0,0,0,1,0,1
2227,19,12.7,32,2.3,2000,-3.6,0.01,0.0,0.0,630,0,1,0,0,0,1,0,1
2228,20,11.1,51,3.7,1957,1.3,0.0,0.0,0.0,631,0,1,0,0,0,1,0,1
2229,21,10.3,52,2.2,1843,0.8,0.0,0.0,0.0,588,0,1,0,0,0,1,0,1
2230,22,10.2,49,1.7,1972,0.0,0.0,0.0,0.0,516,0,1,0,0,0,1,0,1
2231,23,9.4,74,1.6,559,4.9,0.0,0.0,0.0,215,0,1,0,0,0,1,0,1
2232,0,8.5,87,0.9,303,6.4,0.0,0.0,0.0,161,0,1,0,0,0,1,0,1
2233,1,8.3,91,0.1,282,6.9,0.0,0.0,0.0,118,0,1,0,0,0,1,0,1
2234,2,8.3,95,0.3,243,7.5,0.0,0.0,0.0,95,0,1,0,0,0,1,0,1
2235,3,8.5,96,0.4,238,7.8,0.0,0.1,0.0,90,0,1,0,0,0,1,0,1
2236,4,8.8,95,0.2,218,8.0,0.0,0.0,0.0,34,0,1,0,0,0,1,0,1
2237,5,8.8,96,1.2,196,8.1,0.0,0.0,0.0,15,0,1,0,0,0,1,0,1
2238,6,8.6,96,0.7,224,7.9,0.0,0.2,0.0,20,0,1,0,0,0,1,0,1
2239,7,8.4,97,2.6,122,7.9,0.0,0.0,0.0,23,0,1,0,0,0,1,0,1
2240,8,8.3,97,0.6,152,7.8,0.01,0.0,0.0,70,0,1,0,0,0,1,0,1
2241,9,8.8,97,1.3,196,8.3,0.2,0.2,0.0,157,0,1,0,0,0,1,0,1
2242,10,9.8,90,0.8,335,8.2,0.64,0.0,0.0,239,0,1,0,0,0,1,0,1
2243,11,10.1,88,0.7,453,8.1,0.34,0.0,0.0,273,0,1,0,0,0,1,0,1
2244,12,10.7,85,0.9,393,8.2,0.52,0.0,0.0,358,0,1,0,0,0,1,0,1
2245,13,10.8,84,1.2,400,8.1,0.44,0.0,0.0,429,0,1,0,0,0,1,0,1
2246,14,11.2,83,1.1,518,8.4,0.45,0.0,0.0,475,0,1,0,0,0,1,0,1
2247,15,11.7,81,1.2,616,8.5,0.53,0.0,0.0,468,0,1,0,0,0,1,0,1
2248,16,11.7,82,1.1,753,8.7,0.32,0.0,0.0,396,0,1,0,0,0,1,0,1
2249,17,11.8,82,1.7,990,8.8,0.4,0.0,0.0,492,0,1,0,0,0,1,0,1
2250,18,11.5,81,1.5,1475,8.3,0.07,0.0,0.0,436,0,1,0,0,0,1,0,1
2251,19,11.2,81,2.3,1614,8.0,0.0,0.0,0.0,289,0,1,0,0,0,1,0,1
2252,20,11.3,80,1.2,1978,7.9,0.0,0.0,0.0,26,0,1,0,0,0,1,0,1
2253,21,10.6,89,2.1,606,8.8,0.0,2.0,0.0,7,0,1,0,0,0,1,0,1
2254,22,9.6,92,2.5,721,8.3,0.0,0.0,0.0,8,0,1,0,0,0,1,0,1
2255,23,8.7,91,2.9,957,7.3,0.0,0.0,0.0,9,0,1,0,0,0,1,0,1
2257,1,7.0,88,2.5,2000,5.1,0.0,0.0,0.0,23,0,1,0,0,0,1,0,1
2258,2,6.3,89,2.2,1456,4.6,0.0,0.0,0.0,9,0,1,0,0,0,1,0,1
2259,3,5.7,92,2.0,458,4.4,0.0,1.5,0.0,2,0,1,0,0,0,1,0,1
2260,4,5.1,90,2.6,1005,3.5,0.0,0.0,0.0,4,0,1,0,0,0,1,0,1
2261,5,4.7,89,2.3,1242,3.0,0.0,0.0,0.0,22,0,1,0,0,0,1,0,1
2262,6,4.2,87,2.0,1979,2.2,0.0,2.0,0.0,20,0,1,0,0,0,1,0,1
2263,7,3.8,87,2.2,2000,1.8,0.0,0.0,0.0,85,0,1,0,0,0,1,0,1
2264,8,3.6,88,2.3,2000,1.7,0.03,0.0,0.0,184,0,1,0,0,0,1,0,1
2265,9,3.7,85,1.8,2000,1.4,0.17,0.0,0.0,211,0,1,0,0,0,1,0,1
2266,10,4.4,80,1.8,2000,1.2,0.56,0.0,0.0,232,0,1,0,0,0,1,0,1
2267,11,6.1,66,1.9,2000,0.2,1.42,0.0,0.0,322,0,1,0,0,0,1,0,1
2268,12,7.6,58,2.4,2000,-0.1,1.85,0.0,0.0,438,0,1,0,0,0,1,0,1
2269,13,8.3,51,2.0,2000,-1.2,1.42,0.0,0.0,465,0,1,0,0,0,1,0,1
2270,14,10.0,44,1.9,2000,-1.7,2.46,0.0,0.0,550,0,1,0,0,0,1,0,1
2271,15,10.3,43,2.5,2000,-1.7,2.45,0.0,0.0,637,0,1,0,0,0,1,0,1
2272,16,11.0,39,1.2,2000,-2.4,1.96,0.0,0.0,718,0,1,0,0,0,1,0,1
2273,17,10.0,43,1.4,2000,-2.0,1.12,0.0,0.0,865,0,1,0,0,0,1,0,1
2274,18,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,1155,0,1,0,0,0,1,0,1
2275,19,5.8,53,1.7,2000,-3.0,0.02,0.0,0.0,782,0,1,0,0,0,1,0,1
2276,20,4.3,57,1.3,2000,-3.4,0.0,0.0,0.0,578,0,1,0,0,0,1,0,1
2277,21,3.1,59,1.5,2000,-4.1,0.0,0.0,0.0,533,0,1,0,0,0,1,0,1
2278,22,2.3,63,1.0,2000,-4.0,0.0,0.0,0.0,466,0,1,0,0,0,1,0,1
2279,23,1.9,60,1.3,2000,-5.0,0.0,0.0,0.0,274,0,1,0,0,0,1,0,1
2280,0,1.3,69,0.8,2000,-3.7,0.0,0.0,0.0,224,0,1,0,0,0,1,0,1
2281,1,0.8,67,0.8,2000,-4.6,0.0,0.0,0.0,188,0,1,0,0,0,1,0,1
2282,2,0.3,71,0.9,1999,-4.3,0.0,0.0,0.0,122,0,1,0,0,0,1,0,1
2283,3,0.1,71,0.4,2000,-4.5,0.0,0.0,0.0,82,0,1,0,0,0,1,0,1
2284,4,-0.5,75,0.6,1967,-4.3,0.0,0.0,0.0,79,0,1,0,0,0,1,0,1
2285,5,-0.9,78,0.6,1687,-4.2,0.0,0.0,0.0,80,0,1,0,0,0,1,0,1
2286,6,-1.0,77,0.4,1578,-4.5,0.0,0.0,0.0,214,0,1,0,0,0,1,0,1
2287,7,-1.0,78,0.6,1484,-4.3,0.0,0.0,0.0,583,0,1,0,0,0,1,0,1
2288,8,-0.7,76,1.0,1461,-4.4,0.2,0.0,0.0,997,0,1,0,0,0,1,0,1
2289,9,1.2,62,0.8,1338,-5.2,0.85,0.0,0.0,556,0,1,0,0,0,1,0,1
2290,10,3.7,51,1.3,1596,-5.5,1.56,0.0,0.0,380,0,1,0,0,0,1,0,1
2291,11,6.3,41,1.3,1519,-6.0,2.12,0.0,0.0,475,0,1,0,0,0,1,0,1
2292,12,8.5,34,1.9,1876,-6.4,2.55,0.0,0.0,504,0,1,0,0,0,1,0,1
2293,13,9.3,27,2.2,1816,-8.7,2.65,0.0,0.0,528,0,1,0,0,0,1,0,1
2294,14,9.2,27,2.9,1880,-8.8,2.32,0.0,0.0,567,0,1,0,0,0,1,0,1
2295,15,10.1,24,1.8,1839,-9.6,2.12,0.0,0.0,616,0,1,0,0,0,1,0,1
2296,16,10.6,26,1.9,1955,-8.1,1.75,0.0,0.0,680,0,1,0,0,0,1,0,1
2297,17,10.2,27,2.8,1826,-8.0,1.22,0.0,0.0,883,0,1,0,0,0,1,0,1
2298,18,8.7,28,3.2,2000,-8.8,0.49,0.0,0.0,1246,0,1,0,0,0,1,0,1
2299,19,7.1,30,2.7,2000,-9.3,0.02,0.0,0.0,833,0,1,0,0,0,1,0,1
2300,20,6.1,31,2.8,2000,-9.8,0.0,0.0,0.0,666,0,1,0,0,0,1,0,1
2301,21,5.5,33,3.2,1995,-9.5,0.0,0.0,0.0,625,0,1,0,0,0,1,0,1
2302,22,4.5,40,1.3,1871,-7.9,0.0,0.0,0.0,514,0,1,0,0,0,1,0,1
2303,23,3.5,44,0.9,1905,-7.6,0.0,0.0,0.0,361,0,1,0,0,0,1,0,1
2304,0,2.8,45,1.7,1493,-7.9,0.0,0.0,0.0,289,0,1,0,0,0,1,0,1
2305,1,2.8,46,2.0,1709,-7.6,0.0,0.0,0.0,194,0,1,0,0,0,1,0,1
2306,2,2.6,50,1.3,1962,-6.8,0.0,0.0,0.0,134,0,1,0,0,0,1,0,1
2307,3,2.7,55,1.5,1989,-5.4,0.0,0.0,0.0,92,0,1,0,0,0,1,0,1
2308,4,2.6,61,1.7,1998,-4.1,0.0,0.0,0.0,49,0,1,0,0,0,1,0,1
2309,5,2.5,63,1.3,1987,-3.8,0.0,0.0,0.0,97,0,1,0,0,0,1,0,1
2310,6,2.4,65,1.8,1989,-3.5,0.0,0.0,0.0,232,0,1,0,0,0,1,0,1
2311,7,2.2,65,1.9,2000,-3.7,0.0,0.0,0.0,598,0,1,0,0,0,1,0,1
2312,8,2.6,63,1.6,1857,-3.7,0.14,0.0,0.0,1032,0,1,0,0,0,1,0,1
2313,9,3.8,58,2.0,1785,-3.7,0.49,0.0,0.0,566,0,1,0,0,0,1,0,1
2314,10,5.2,52,1.5,1808,-3.8,0.74,0.0,0.0,410,0,1,0,0,0,1,0,1
2315,11,8.0,43,1.7,1909,-3.8,1.74,0.0,0.0,441,0,1,0,0,0,1,0,1
2316,12,9.6,39,1.8,1982,-3.7,2.09,0.0,0.0,550,0,1,0,0,0,1,0,1
2317,13,9.9,39,1.9,1911,-3.4,1.61,0.0,0.0,509,0,1,0,0,0,1,0,1
2318,14,9.8,38,0.9,1908,-3.8,0.93,0.0,0.0,505,0,1,0,0,0,1,0,1
2319,15,10.2,34,2.3,1919,-4.9,1.19,0.0,0.0,620,0,1,0,0,0,1,0,1
2320,16,10.4,36,3.2,1963,-4.0,1.02,0.0,0.0,646,0,1,0,0,0,1,0,1
2321,17,10.4,37,1.0,2000,-3.6,0.67,0.0,0.0,849,0,1,0,0,0,1,0,1
2322,18,9.6,42,2.0,2000,-2.7,0.14,0.0,0.0,1365,0,1,0,0,0,1,0,1
2323,19,8.9,44,2.3,2000,-2.7,0.0,0.0,0.0,799,0,1,0,0,0,1,0,1
2324,20,8.5,46,1.0,1977,-2.4,0.0,0.0,0.0,587,0,1,0,0,0,1,0,1
2325,21,7.9,56,1.4,1975,-0.3,0.0,0.0,0.0,411,0,1,0,0,0,1,0,1
2326,22,7.2,60,1.4,1928,0.0,0.0,0.0,0.0,147,0,1,0,0,0,1,0,1
2327,23,6.0,79,2.0,918,2.6,0.0,0.0,0.0,48,0,1,0,0,0,1,0,1
2328,0,5.2,83,1.5,733,2.5,0.0,0.5,0.0,49,0,1,0,0,0,1,0,1
2329,1,4.7,86,0.7,717,2.5,0.0,0.0,0.0,23,0,1,0,0,0,1,0,1
2330,2,4.2,88,0.9,553,2.3,0.0,0.0,0.0,19,0,1,0,0,0,1,0,1
2331,3,3.8,90,0.8,448,2.3,0.0,2.0,0.0,12,0,1,0,0,0,1,0,1
2332,4,3.3,90,1.3,682,1.8,0.0,0.0,0.0,8,0,1,0,0,0,1,0,1
2333,5,3.1,90,1.2,974,1.6,0.0,0.0,0.0,17,0,1,0,0,0,1,0,1
2334,6,3.1,89,0.2,903,1.4,0.0,1.5,0.0,32,0,1,0,0,0,1,0,1
2335,7,3.0,90,0.7,578,1.5,0.0,0.0,0.0,64,0,1,0,0,0,1,0,1
2336,8,3.0,94,0.3,444,2.1,0.01,0.0,0.0,88,0,1,0,0,0,1,0,1
2337,9,3.4,90,1.5,386,1.9,0.21,0.5,0.0,100,0,1,0,0,0,1,0,1
2338,10,3.6,88,2.6,681,1.7,0.44,0.0,0.0,165,0,1,0,0,0,1,0,1
2339,11,4.5,82,2.0,1226,1.6,0.73,0.0,0.0,290,0,1,0,0,0,1,0,1
2340,12,5.6,72,3.0,1700,0.9,0.89,0.0,0.0,375,0,1,0,0,0,1,0,1
2341,13,6.7,65,3.2,1651,0.5,1.76,0.0,0.0,405,0,1,0,0,0,1,0,1
2342,14,7.7,62,2.4,1758,0.8,1.64,0.0,0.0,452,0,1,0,0,0,1,0,1
2343,15,9.2,53,3.3,1896,0.1,2.23,0.0,0.0,555,0,1,0,0,0,1,0,1
2344,16,9.5,56,3.1,994,1.1,1.1,0.0,0.0,594,0,1,0,0,0,1,0,1
2345,17,7.5,64,4.3,538,1.1,0.88,0.0,0.0,757,0,1,0,0,0,1,0,1
2346,18,5.9,68,3.4,543,0.4,0.38,0.0,0.0,1091,0,1,0,0,0,1,0,1
2347,19,4.5,72,2.7,529,-0.1,0.03,0.0,0.0,683,0,1,0,0,0,1,0,1
2348,20,3.3,74,2.6,494,-0.8,0.0,0.0,0.0,586,0,1,0,0,0,1,0,1
2349,21,3.1,74,3.2,465,-1.0,0.0,0.0,0.0,533,0,1,0,0,0,1,0,1
2350,22,2.8,74,2.1,469,-1.3,0.0,0.0,0.0,498,0,1,0,0,0,1,0,1
2351,23,2.8,73,1.8,468,-1.5,0.0,0.0,0.0,315,0,1,0,0,0,1,0,1
2352,0,3.0,72,2.3,473,-1.5,0.0,0.0,0.0,272,0,1,0,0,0,1,0,1
2353,1,2.8,73,2.6,413,-1.5,0.0,0.0,0.0,228,0,1,0,0,0,1,0,1
2354,2,2.8,74,1.2,415,-1.3,0.0,0.0,0.0,155,0,1,0,0,0,1,0,1
2355,3,2.7,75,0.7,417,-1.2,0.0,0.0,0.0,105,0,1,0,0,0,1,0,1
2356,4,2.5,76,1.0,403,-1.3,0.0,0.0,0.0,66,0,1,0,0,0,1,0,1
2357,5,2.5,76,0.7,544,-1.3,0.0,0.0,0.0,88,0,1,0,0,0,1,0,1
2358,6,2.5,71,1.1,1055,-2.2,0.0,0.0,0.0,195,0,1,0,0,0,1,0,1
2359,7,1.6,76,0.7,1024,-2.1,0.0,0.0,0.0,574,0,1,0,0,0,1,0,1
2360,8,1.8,67,0.7,1917,-3.6,0.19,0.0,0.0,1041,0,1,0,0,0,1,0,1
2361,9,3.5,60,1.3,1969,-3.5,0.71,0.0,0.0,570,0,1,0,0,0,1,0,1
2362,10,4.8,54,1.3,1921,-3.7,0.78,0.0,0.0,361,0,1,0,0,0,1,0,1
2363,11,5.9,51,0.7,1866,-3.4,0.91,0.0,0.0,444,0,1,0,0,0,1,0,1
2364,12,6.8,51,1.0,1617,-2.6,1.13,0.0,0.0,510,0,1,0,0,0,1,0,1
2365,13,7.5,44,2.0,1526,-3.9,1.24,0.0,0.0,509,0,1,0,0,0,1,0,1
2366,14,8.0,42,1.5,1690,-4.1,1.24,0.0,0.0,542,0,1,0,0,0,1,0,1
2367,15,7.7,51,2.9,670,-1.8,0.94,0.0,0.0,611,0,1,0,0,0,1,0,1
2368,16,9.6,38,1.7,1052,-4.0,1.71,0.0,0.0,686,0,1,0,0,0,1,0,1
2369,17,8.9,46,1.8,789,-2.1,1.0,0.0,0.0,834,0,1,0,0,0,1,0,1
2370,18,7.0,55,2.0,705,-1.4,0.35,0.0,0.0,1231,0,1,0,0,0,1,0,1
2371,19,5.4,60,3.9,990,-1.7,0.02,0.0,0.0,718,0,1,0,0,0,1,0,1
2372,20,4.3,67,1.1,1125,-1.2,0.0,0.0,0.0,535,0,1,0,0,0,1,0,1
2373,21,3.5,69,1.4,1177,-1.6,0.0,0.0,0.0,537,0,1,0,0,0,1,0,1
2374,22,2.9,69,1.2,1179,-2.2,0.0,0.0,0.0,521,0,1,0,0,0,1,0,1
2375,23,2.5,72,1.5,1071,-2.0,0.0,0.0,0.0,309,0,1,0,0,0,1,0,1
2376,0,2.1,74,1.4,970,-2.0,0.0,0.0,0.0,328,0,1,0,0,0,1,0,1
2377,1,2.0,75,1.0,658,-1.9,0.0,0.0,0.0,305,0,1,0,0,0,1,0,1
2378,2,1.6,79,0.9,685,-1.6,0.0,0.0,0.0,241,0,1,0,0,0,1,0,1
2379,3,1.3,80,0.6,705,-1.7,0.0,0.0,0.0,139,0,1,0,0,0,1,0,1
2380,4,0.9,81,0.6,620,-1.9,0.0,0.0,0.0,91,0,1,0,0,0,1,0,1
2381,5,0.8,80,0.3,565,-2.2,0.0,0.0,0.0,79,0,1,0,0,0,1,0,1
2382,6,1.1,78,1.1,538,-2.3,0.0,0.0,0.0,74,0,1,0,0,0,1,0,1
2383,7,0.9,78,1.1,535,-2.5,0.0,0.0,0.0,208,0,1,0,0,0,1,0,1
2384,8,1.5,73,1.2,466,-2.8,0.11,0.0,0.0,340,0,1,0,0,0,1,0,1
2385,9,2.7,71,1.3,418,-2.0,0.3,0.0,0.0,381,0,1,0,0,0,1,0,1
2386,10,3.5,65,2.4,539,-2.4,0.87,0.0,0.0,416,0,1,0,0,0,1,0,1
2387,11,5.7,58,2.3,700,-1.9,2.08,0.0,0.0,497,0,1,0,0,0,1,0,1
2388,12,7.1,50,2.2,909,-2.6,2.47,0.0,0.0,650,0,1,0,0,0,1,0,1
2389,13,8.2,42,3.1,1261,-3.9,2.66,0.0,0.0,757,0,1,0,0,0,1,0,1
2390,14,9.2,38,2.6,1377,-4.4,2.53,0.0,0.0,906,0,1,0,0,0,1,0,1
2391,15,8.1,36,4.7,1964,-6.1,2.23,0.0,0.0,931,0,1,0,0,0,1,0,1
2392,16,8.3,37,3.8,1867,-5.5,1.73,0.0,0.0,972,0,1,0,0,0,1,0,1
